$CASNumber$,$IngredientName$,$bgCAS$,$category$,$is_new$,$clean_wo_work$,$on_ref_list$,$close_syn$,$comment$
$15214-89-8$,$2-acrylamido-2-methylpropanesulphonic acid$,$15214-89-8$,$perfect match$,$False$,,,,
$15214-89-8$,$2-acrylamido-2,2-dimethlethanesulfonic acid$,$15214-89-8$,$perfect match$,$False$,,,,
$15214-89-8$,$propane -1-sulfonic acid  pyridinium salt$,$15214-89-8$,$perfect match$,$False$,,,,
$15214-89-8$,$sodium amps$,$15214-89-8$,$perfect match$,$False$,,,,
$15220-87-5$,$propylene petamer$,$15220-87-8$,$corrected$,$False$,,,,$typo$
$15220-87-8$,$1-propene, pentamer$,$15220-87-8$,$perfect match$,$False$,,,,
$15220-87-8$,$proplene pentamer$,$15220-87-8$,$perfect match$,$False$,,,,
$15220-87-8$,$propuylene pentamer$,$15220-87-8$,$perfect match$,$False$,,,,
$15220-87-8$,$propylene$,$15220-87-8$,$perfect match$,$False$,,,,
$15220-87-8$,$propylene pentamer$,$15220-87-8$,$perfect match$,$False$,,,,
$15220-87-8$,$propylene pentameter$,$15220-87-8$,$perfect match$,$False$,,,,
$15220-87-8$,$propylene petamer$,$15220-87-8$,$perfect match$,$False$,,,,
$15220-87-8$,$propylene, pentamer$,$15220-87-8$,$perfect match$,$False$,,,,
$15220-87-8$,$prpylene pentamer$,$15220-87-8$,$perfect match$,$False$,,,,
$15220-87-89$,$propylene pentamer$,$15220-87-8$,$corrected$,$False$,,,,$typo$
$153568-80-0$,$modified acrylamide copolymer$,$153568-80-0$,$perfect match$,$False$,,,,
$154518-36-2$,$alcohols, c9-11 iso, c10-rich, ethoxylated, propoxylated$,$154518-36-2$,$perfect match$,$False$,,,,
$154518-36-2$,$alkoxylated isodecyl alcohol$,$154518-36-2$,$perfect match$,$False$,,,,
$154518-36-2$,$surfactant$,$154518-36-2$,$perfect match$,$False$,,,,
$154518-36-2$,$surfactant -$,$154518-36-2$,$perfect match$,$False$,,,,
$15468-32-3$,$tridymite$,$15468-32-3$,$perfect match$,$False$,,,,
$15475-67-9$,$crystalline silica, quartz (sio2)$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphoic acid, sodium salt$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphoni acid, sodium salt$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphonic acid$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphonic acid, sodium sakt$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphonic acid, sodium sal$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphonic acid, sodium salt$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphonic acid, solution$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphonic acid. sodium salt$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphonica acid, sodium salt$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphoric acid$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphoric acid, sodium salt$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosphoric acid, solution$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phosponic acid, sodium salt$,$15475-67-9$,$perfect match$,$False$,,,,
$15475-67-9$,$phsophonic acid, sodium salt$,$15475-67-9$,$perfect match$,$False$,,,,
$155220-87-8$,$propylene pentamer$,$15220-87-8$,$corrected$,$False$,,,,$typo$
$15529-67-6$,$sodium zirconium lactate$,$15529-67-6$,$perfect match$,$False$,,,,
$15619-48-4$,$1 (benzyl) quinolinium chloride$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$1-(benzyl) quinolinium chloride$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$1-(benzyl)auinolinium chloride$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$1-(benzyl)quinolinium$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$1-(benzyl)quinolinium chloride$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$1-(benzyl)quinolinium chloride chloromethylnaphthalene quinoline quaternary amine$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$1-(benzyl)qunolinium chloride$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$1-benzylquinolinium chloride$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$chloromethylnaphalene quinoline quaternary amine$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$chloromethylnaphtalene quinoline$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$chloromethylnaphthalene$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$chloromethylnaphthalene quinoline$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$chloromethylnaphthalene quinoline quaternary amine$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$chloromethylnapthalene quinoline$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$chloromethylnapthalene quinoline quaternary amine$,$15619-48-4$,$perfect match$,$False$,,,,
$15619-48-4$,$chloromethylnapthalene quinoline quaterny amine$,$15619-48-4$,$perfect match$,$False$,,,,
$15630-89-4$,$sodium percarbonate$,$15630-89-4$,$perfect match$,$False$,,,,
$15630-89-4$,$sodium percarbonate - ts$,$15630-89-4$,$perfect match$,$False$,,,,
$1569-01-3$,$1-propoxy-2-propanol$,$1569-01-3$,$perfect match$,$False$,,,,
$1569-01-3$,$glycol ether$,$1569-01-3$,$perfect match$,$False$,,,,
$1569-48-4$,$chloromethylnaphthalene quinoline quatemary amine$,$15619-48-4$,$corrected$,$False$,,,$match with elsner$,$typo$
$157627-86-6$,$alcohols, c13-15, branched and linear, ethoxylated$,$157627-86-6$,$perfect match$,$False$,,,,
$15821-83-7$,$1-propanol, 2-butoxy-$,$15821-83-7$,$perfect match$,$False$,,,,
$15821-83-7$,$2-butoxy-1-propanol$,$15821-83-7$,$perfect match$,$False$,,,,
$15821-83-7$,$propanol, 2-butoxy-$,$15821-83-7$,$perfect match$,$False$,,,,
$15827- 60-8$,$diethylenetriamine, pentamethylenepentaphosphonic acid$,$15827-60-8$,$cleaned$,$False$,,,,
$15827-60-8$,$"diethylenetriamine-penta methyl  phosphoric acid "$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$deta phophonate$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$deta phosphate$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$deta phosphate/sodium polyacrylat$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$deta phosphonate$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$deta-methylene phophonic acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$deta-methylene phosphonic acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$deta-phosphonate$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$deta-phosponate$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$detaphosphanate$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylene triamine penta$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylene triamine penta(methylenephosphonic) acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylene triaminepenta (methylene phosphonic acid)$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriaamine penta methyl phosphoric acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriamine penta$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriamine penta methyl phosphoric acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriamine penta(methylene phophonic acid) (dtpmp)$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriamine pentamethylene phosphonic acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriamine pentamethylene phosphoric acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriamine-penta methyl  phosphoric acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriaminepenta$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriaminepenta (methylenephosphonic acid) (dtpmp)$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriaminepenta (methylenephosponic acid) (dtpmp)$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriaminepenta(methylenephosphonic acid) (dtpmp)$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriaminepenta(methylenephosphonic acid)(dtpmp)$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriaminepenta(methylenephosphonic) acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriaminepenta(methylenephosponic acid) (dtpmp)$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriminepenta(methylenephosphonic acid) (dtpmp)$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylenetriminepenta(methylenephosphonic acid)(dtpmp)$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$diethylienetriamine pentamethylene phosphonic acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$dtpmp$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$ethylene phosphonic acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$methylene phosphonic acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$methylene phosphoric acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$mthylene phosphoric acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$organic phonphonic salts$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$organic phosphonate$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$organic phosphonic acids salts$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$organic phosphonic salts$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$organicphosphonate$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$organophosphonate$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$organophosponate$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$phenol formaldehyde resin$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$phosphonic acid$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$phosphonic acid, (((phosphonomethyl)imino)bis(2,1-ethanediylnitrilobis(methylene)))tetrakis-$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$phosphonic acid, [[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$phosphonic acid, [[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$phosphonic acid, ethanediylnitrilobis tetrakis$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$phosphonic acid, p,p',p",p'"-[[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$phosphonic acid,[[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$phosphonic acid,[[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$phosphonic acid,[[(phosphonomethyl)imno]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$potassium salt of diethylene triamine penta (methylene phosphonic acid)$,$15827-60-8$,$perfect match$,$False$,,,,
$15827-60-8$,$sodium polyphosphonate$,$15827-60-8$,$perfect match$,$False$,,,,
$1583-58-0$,$2,4-difluorobenzoic acid$,$1583-58-0$,$perfect match$,$False$,,,,
$1589-47-5$,$2-methoxy-1-propanol$,$1589-47-5$,$perfect match$,$False$,,,,
$1589-47-5$,$glycol ether$,$1589-47-5$,$perfect match$,$False$,,,,
$15919-48-4$,$1-(benzyl)quinolinium chloride$,$15619-48-4$,$corrected$,$False$,,,$similar to closely related records$,$typo$
$1592-23-0$,$octadecanoic acid, calcium salt$,$1592-23-0$,$perfect match$,$False$,,,,
$16$,$aliphatic polymer$,$ambiguous$,$Non-CAS$,$False$,,,,
$1607814-38-9$,$acrylic polymer$,$1607814-38-9$,$perfect match$,$False$,,,,
$16088-62-3$,$ethylene/propylene oxide polymer$,$16088-62-3$,$perfect match$,$False$,,,,
$1611-92-3$,$3,5-dibromotoluene$,$1611-92-3$,$perfect match$,$False$,,,,
$16389-88-1$,$calcite/dolomite$,$16389-88-1$,$perfect match$,$False$,,,,
$16389-88-1$,$calcium magnesium carbonate$,$16389-88-1$,$perfect match$,$False$,,,,
$16389-88-1$,$dolomite$,$16389-88-1$,$perfect match$,$False$,,,,
$16389-88-1$,$magnesium$,$16389-88-1$,$perfect match$,$False$,,,,
$16405-35-9$,$organometallic salt$,$16405-35-9$,$perfect match$,$False$,,,,
$16481-66$,$potassium metaborate$,$16481-66-6$,$corrected$,$False$,,,$potassium metaborate hydrate (3:4) $,$typo$
$16481-66$,$potassium metraborate$,$16481-66-6$,$corrected$,$False$,,,$potassium metaborate hydrate (3:4) $,$typo$
$16481-66-0$,$potassium metaborate$,$16481-66-6$,$corrected$,$False$,,,$potassium metaborate hydrate (3:4) $,$typo$
$16481-66-1$,$potassium metaborate$,$16481-66-6$,$corrected$,$False$,,,$potassium metaborate hydrate (3:4) $,$typo$
$16481-66-6$,$boric acid$,$16481-66-6$,$perfect match$,$False$,,,,
$16481-66-6$,$potasium metaborate$,$16481-66-6$,$perfect match$,$False$,,,,
$16481-66-6$,$potassium metaborate$,$16481-66-6$,$cleaned$,$False$,,,$potassium metaborate hydrate (3:4) $,
$16481-66-6$,$potassuim metaborate$,$16481-66-6$,$perfect match$,$False$,,,,
$16481-66-6$,$potasuim metaborate$,$16481-66-6$,$perfect match$,$False$,,,,
$16481-66-6,1310-73-2$,$potassium metaborate,$,$multiple chem$,$multiple chem$,$False$,,,,$more that one CAS number not allowed$
$16481-66-6,1310-73-2,$,$potassium metaborate,$,$multiple chem$,$multiple chem$,$False$,,,,$more that one CAS number not allowed$
$16547-58-3$,$sulfuric acid, iron(2+) salt (1:?)$,$16547-58-3$,$perfect match$,$False$,,,,
$1655-35-2$,$disodium naphthalene - 2,7 disulphonate$,$1655-35-2$,$perfect match$,$False$,,,,
$1655-35-2$,$t-302d tracer: disodium naphthalene - 2,7 disulphonate$,$1655-35-2$,$perfect match$,$False$,,,,
$16872-11-0$,$fluoroboric acid$,$16872-11-0$,$perfect match$,$False$,,,,
$16887-00-6$,$chloride$,$16887-00-6$,$perfect match$,$False$,,,,
$16887-00-6$,$permanent clay stabilizer$,$16887-00-6$,$perfect match$,$False$,,,,
$16887-00-6$,$various chlorides$,$16887-00-6$,$perfect match$,$False$,,,,
$17004-51-2$,$fatty acids$,$17004-51-2$,$perfect match$,$False$,,,,
$172343-37-2$,$alkanes$,$172343-37-2$,$perfect match$,$False$,,,,
$172343-37-2$,$alkanes, c-10-24 branched and linear$,$172343-37-2$,$perfect match$,$False$,,,,
$172343-37-2$,$alkanes, c10-24 branched and linear$,$172343-37-2$,$perfect match$,$False$,,,,
$1732-18-5$,$fresh water$,$7732-18-5$,$corrected$,$False$,,,$water$,$typo$
$1736-47-6$,$perfluorobicyclononane$,$1736-47-6$,$perfect match$,$False$,,,,
$1736-47-6$,$perfluoroperhydroindane$,$1736-47-6$,$perfect match$,$False$,,,,
$17375-41-6$,$ferrous sulfate$,$17375-41-6$,$perfect match$,$False$,,,,
$17397-89-6$,$oxyalkylated fatty derivative$,$17397-89-6$,$perfect match$,$False$,,,,
$174206-15-6$,$zirconium$,$174206-15-6$,$perfect match$,$False$,,,,
$174206-15-6$,$zirconium chelated salt$,$174206-15-6$,$perfect match$,$False$,,,,
$174206-15-6$,$zirconium complex$,$174206-15-6$,$perfect match$,$False$,,,,
$174206-15-6$,$zirconium, chloro hydroxy lactate$,$174206-15-6$,$perfect match$,$False$,,,,
$174206-15-6$,$zirconium, chloro hydroxy lactate oxo sodium complexes$,$174206-15-6$,$perfect match$,$False$,,,,
$17593-73$,$iminodiacetate disodium salt$,$17593-73-6$,$corrected$,$False$,,,$disodium iminodiacetate monohydrate $,$typo$
$17593-73-6$,$iminodiacetate disodium salt$,$17593-73-6$,$perfect match$,$False$,,,,
$1760-24-3$,$n-beta-(aminoethyl)-gamma-amin opropyl trimethoxysilane$,$1760-24-3$,$perfect match$,$False$,,,,
$1760-24-3$,$n-beta-(aminoethyl)-gamma-aminopropl trimethoxysilane$,$1760-24-3$,$perfect match$,$False$,,,,
$1760-24-3$,$n-beta-(aminoethyl)-gamma-aminopropy l trimethoxysilane$,$1760-24-3$,$perfect match$,$False$,,,,
$1760-24-3$,$n-beta-(aminoethyl)-gamma-aminopropyl trimethoxysilane$,$1760-24-3$,$perfect match$,$False$,,,,
$1760-24-3$,$organo amino silane$,$1760-24-3$,$perfect match$,$False$,,,,
$1762-95-4$,$ammonium thiocynate$,$1762-95-4$,$perfect match$,$False$,,,,
$1762-95-4$,$thiocyanic acid,$,$1762-95-4$,$perfect match$,$False$,,,,
$1762-95-4$,$thiocyanic acid, ammonium salt$,$1762-95-4$,$perfect match$,$False$,,,,
$17631-86-9$,$silicone dioxide$,$7631-86-9$,$corrected$,$False$,,,$Silicon Dioxide$,$typo$
$176317-02-5$,$1-bromo-2,3,4-trifluorobenzene$,$176317-02-5$,$perfect match$,$False$,,,,
$177149-89-2$,$quaternary amine$,$177149-89-2$,$perfect match$,$False$,,,,
$18.00$,$7641-01-1$,$ambiguous$,$Non-CAS$,$False$,,,,
$18016-19-8$,$sodium carboxylate$,$18016-19-8$,$perfect match$,$False$,,,,
$1805-22-7$,$perfluoromethylcyclopentane$,$1805-22-7$,$perfect match$,$False$,,,,
$1808-60-7$,$sand$,$14808-60-7$,$corrected$,$False$,,,$quartz (SIO2)$,$typo$
$181828-06-8$,$polyaspartic acid, sodium salt$,$181828-06-8$,$perfect match$,$False$,,,,
$182235-14-9$,$(1,6 hexamethylenebis), 2,2,6,6-tetramethyl-1oxylypipe$,$182235-14-9$,$perfect match$,$False$,,,,
$1827-42-7$,$poly(oxy-1,2-ethanediyl), .alpha.-isodecyl-.omega.-hydroxy-$,$61827-42-7$,$corrected$,$False$,,,$poly(oxy-1,2-ethanediyl), î±-isodecyl-ï‰-hydroxy- $,$typo$
$18404-60-7$,$crystalline silica, quartz$,$14808-60-7$,$corrected$,$False$,,,$quartz (SIO2)$,$typo$
$18472-87-2$,$acid red 92$,$18472-87-2$,$perfect match$,$False$,,,,
$186614-90-4$,$alkyl phosphonic acid$,$186614-90-4$,$perfect match$,$False$,,,,
$18662-53-8$,$feriplex 40 - trisodium nitrilotriacetate (40)$,$18662-53-8$,$perfect match$,$False$,,,,
$18662-53-8$,$nitrilotriacetic acid trisodium salt monohydrate$,$18662-53-8$,$perfect match$,$False$,,,,
$18662-53-8$,$trisodium nitrilotriacelate$,$18662-53-8$,$perfect match$,$False$,,,,
$18662-53-8$,$trisodium nitrilotriacetate$,$18662-53-8$,$perfect match$,$False$,,,,
$18662-53-8$,$trisodium nitrilotriacetate monohydrate$,$18662-53-8$,$perfect match$,$False$,,,,
$18662-53-8$,$trisodium nta$,$18662-53-8$,$perfect match$,$False$,,,,
$1892-29-1$,$2,2'-dithiodiethanol$,$1892-29-1$,$perfect match$,$False$,,,,
$1892-29-1$,$ethanol, 2,2-dithiobis-$,$1892-29-1$,$perfect match$,$False$,,,,
$1892-29-1$,$ethanol, 2,2' dithiobis-$,$1892-29-1$,$perfect match$,$False$,,,,
$1892-29-1$,$ethanol, 2,2'-dithiobis$,$1892-29-1$,$perfect match$,$False$,,,,
$1892-29-1$,$ethanol, 2,2'-dithiobis-$,$1892-29-1$,$perfect match$,$False$,,,,
$189959-15-7$,$amines, n-tallow alkyldipropylene tri-, ethoxylated$,$189959-15-7$,$perfect match$,$False$,,,,
$19-36-8$,$methyl salicylate$,$119-36-8$,$corrected$,$False$,,,,$typo$
$19-65-3$,$isoquinline$,$119-65-3$,$corrected$,$False$,,,$Isoquinoline$,$typo$
$19-65-3$,$isoquinoline$,$119-65-3$,$corrected$,$False$,,,,$typo$
$19-95-3$,$isoquinoline$,$119-65-3$,$corrected$,$False$,,,,$typo$
$19019-43-3$,$ethtlenediaminetri acetic acid, trisodium salt$,$19019-43-3$,$perfect match$,$False$,,,,
$19019-43-3$,$ethylenediaminetriacetic acid, trisodium salt$,$19019-43-3$,$perfect match$,$False$,,,,
$19019-43-3$,$ethylenediaminetriaceticacid, trisodium salt$,$19019-43-3$,$perfect match$,$False$,,,,
$19019-43-3$,$trisodium ethylenediaminetetraacetate$,$19019-43-3$,$perfect match$,$False$,,,,
$19019-43-3$,$trisodium ethylenediaminetriacetate$,$19019-43-3$,$perfect match$,$False$,,,,
$1909-43-3$,$ethylenediaminetriaceticacid, trisodium salt$,$19019-43-3$,$corrected$,$False$,,,$similar to closely related records$,$typo$
$1909-43-3$,$ethylenediaminetriaceticacid, trisoduim salt$,$19019-43-3$,$corrected$,$False$,,,$similar to closely related records$,$typo$
$192337$,$butyl glycidyl ether$,$ambiguous$,$Non-CAS$,$False$,,,,
$192562-10-6$,$quaternary ammonium compound$,$ambiguous$,$ambiguous ID$,$False$,,,,
$193098-40-7$,$1,6-hexanediamine, n1,n6-bis(2,2,6,6-tetramethyl-4-piperidinyl)-, polymers with morpholine-2,4,6-trichloro-1,3,5-triazine reaction products, methylate$,$193098-40-7$,$perfect match$,$False$,,,,
$1934-21-0$,$***dye-acid yellow 23$,$1934-21-0$,$perfect match$,$False$,,,,
$1934-21-0$,$1h-pyrazole-3-carboxylic acid, 4,5-dihydro-5-oxo-1-(4-sulfophenyl )-4-(4-sulfophenyl)azo-, trisodium$,$1934-21-0$,$perfect match$,$False$,,,,
$1934-21-0$,$1h-pyrazole-3-carboxylic acid, 4,5-dihydro-5-oxo-1-(4-sulfophenyl )-4-(4-sulfophenyl)azo-, trisodium salt$,$1934-21-0$,$perfect match$,$False$,,,,
$1934-21-0$,$1h-pyrazole-3-carboxylic acid, 4,5-dihydro-5-oxo-1-(4-sulfophenyl)-4-[(4-sulfophenyl)azo]-, trisodium salt$,$1934-21-0$,$perfect match$,$False$,,,,
$1934-21-0$,$dye acid yellow 23$,$1934-21-0$,$perfect match$,$False$,,,,
$1934-21-0$,$dye-acid yellow$,$1934-21-0$,$perfect match$,$False$,,,,
$1934-21-0$,$dye-acid yellow 23$,$1934-21-0$,$perfect match$,$False$,,,,
$1941-30-6$,$tetrapropylammonium bromide$,$1941-30-6$,$perfect match$,$False$,,,,
$19549-80-5$,$2-heptanone, 4,6-dimethyl$,$19549-80-5$,$perfect match$,$False$,,,,
$19549-80-5$,$4,6-dimethyl-2-heptanone$,$19549-80-5$,$perfect match$,$False$,,,,
$19752-55-7$,$1-bromo-3,5-dichlorobenzene$,$19752-55-7$,$perfect match$,$False$,,,,
$197980-53-3$,$alkanolamine chelate of zirconium alkoxide$,$197980-53-3$,$perfect match$,$False$,,,,
$197980-53-3$,$alkanolamine zirconate$,$197980-53-3$,$perfect match$,$False$,,,,
$197980-53-3$,$zirconium complex$,$197980-53-3$,$perfect match$,$False$,,,,
$19834-02-7$,$cyclohexanamine, sulfate (1:1)$,$19834-02-7$,$perfect match$,$False$,,,,
$2-62-0$,$30$,$ambiguous$,$ambiguous ID$,$False$,,,,
$2-62-0$,$30.00$,$ambiguous$,$Non-CAS$,$False$,,,,
$2-Butoxyethanol$,$MISSING$,$ambiguous$,$Non-CAS$,$False$,,,,
$2-Butoxyethanol$,$missing$,$ambiguous$,$Non-CAS$,$False$,,,,
$20.00$,$107-21-1$,$107-21-1$,$CAS in IngredientName$,$False$,,,$1,2-ethanediol $,$bgCAS pulled from IngredientName field$
$2001$,$mav-3 guar gel$,$ambiguous$,$Non-CAS$,$False$,,,,
$2002-24-6$,$2-hydroxyethlyammonium chloride$,$2002-24-6$,$perfect match$,$False$,,,,
$2002-24-6$,$2-hydroxyethylammonium chloride$,$2002-24-6$,$perfect match$,$False$,,,,
$2002-24-6$,$modified amine$,$2002-24-6$,$perfect match$,$False$,,,,
$2002-24-6$,$monoethanolamine hydrochloride$,$2002-24-6$,$perfect match$,$False$,,,,
$201602-88-2$,$dinanylphenyl polyoxyethylene$,$68025-21-8$,$deprecated but valid$,$False$,,,$polyethylene glycol dinonylphenyl ether sulfate sodium salt $,$deprecated but valid replacement$
$201849-15-2$,$1-bromo-2-chloro-5-fluorobenzene$,$201849-15-2$,$perfect match$,$False$,,,,
$202-5884$,$sulfur dioxide$,$ambiguous$,$ambiguous ID$,$False$,,,,
$2025884$,$sulfur dioxide$,$ambiguous$,$Non-CAS$,$False$,,,,
$204016$,$produced$,$ambiguous$,$Non-CAS$,$False$,,,,
$20786-60-1$,$boric acid$,$20786-60-1$,$perfect match$,$False$,,,,
$20786-60-1$,$boric acid (h3bo3), potassium salt$,$20786-60-1$,$perfect match$,$False$,,,,
$20786-60-1$,$boric acid, potassium salt$,$20786-60-1$,$perfect match$,$False$,,,,
$20786-60-1$,$potassium borate$,$20786-60-1$,$perfect match$,$False$,,,,
$20786-60-1$,$potassium borates$,$20786-60-1$,$perfect match$,$False$,,,,
$2082-79-3$,$octadecyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate$,$2082-79-3$,$perfect match$,$False$,,,,
$20824-56-0$,$acetic acid, (ethylenedinitrilo)tetra, diammonium salt$,$20824-56-0$,$perfect match$,$False$,,,,
$20824-56-0$,$water$,$20824-56-0$,$perfect match$,$False$,,,,
$2093666$,$sodium per-borate$,$ambiguous$,$Non-CAS$,$False$,,,,
$2093666$,$sodium perborate  tetrahydrate$,$ambiguous$,$Non-CAS$,$False$,,,,
$2146053$,$sodium chlorate$,$ambiguous$,$Non-CAS$,$False$,,,,
$21564-17-0$,$2-(thiocyanomethylthio) benzothlazole$,$21564-17-0$,$perfect match$,$False$,,,,
$21564-17-0$,$2-(thiocyanomethylthio)benzothiazole$,$21564-17-0$,$perfect match$,$False$,,,,
$217176-87-0$,$dodecylbenzenesukfonic acid$,$27176-87-0$,$corrected$,$False$,,,,$typo$
$2190-04-7$,$organic surfactant$,$2190-04-7$,$perfect match$,$False$,,,,
$22.08072$,$ceramic materials and wares, chemicals$,$ambiguous$,$Non-CAS$,$False$,,,,
$22042-96-2$,$[[(phosphonomethyl) imino]bis [(ethylenenitrilo)bis (methylene)]] tetrakisphosphonic acid, sodium salt$,$22042-96-2$,$perfect match$,$False$,,,,
$22042-96-2$,$[[(phosphonomethyl)imino]bis[(ethylenenitrilo)bis(methylene)]]tetrakisphosphonic acid, sodium salt$,$22042-96-2$,$perfect match$,$False$,,,,
$22042-96-2$,$deta-phosphonate sodium salt$,$22042-96-2$,$perfect match$,$False$,,,,
