,$CASNumber$,$IngredientName$,$clean_wo_work$,$bgCAS$,$category$,$date_added$,$date_curated$,$is_new$,$stat$,$bgCASgood$
$5484$,$1302-36-2$,$Corundum$,$False$,,$ambiguous$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$22897$,$93-83-4$,$9-Octadecenamide, N,N-bis(2-hydroxyethyl)-,(9Z)-$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22898$,$93-83-4$,$9-Octadecenamide, N,N-Bis(2-hyroxyethyl)-(9z)-$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22929$,$93-83-4$,$9-Octadecenemide, N,N-bis(2-hydroxyethyl)-,(9Z)-$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22934$,$93-83-4$,$9-Octodecenamide, n,n-bis-2(hydroxy-ethyl)-,(Z)$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22943$,$93-83-4$,$N,N-bis(2-hydroxethyl)oleamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22944$,$93-83-4$,$N,N-BIS(2-HYDROXYETHYL)OLEAMIDE$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22945$,$93-83-4$,$N,N-BIS(2-hydroxyethyl)oleamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22946$,$93-83-4$,$N,N-Bis(2-hydroxyethyl)oleamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22947$,$93-83-4$,$N,N-bis(2-hydroxyethyl)oleamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22951$,$93-83-4$,$Oleamide DEA$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22952$,$93-83-4$,$Olec Acid Diethanolamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22955$,$93-83-4$,$OLEIC ACID DIETHANOLAMIDE$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22956$,$93-83-4$,$Oleic Acid Diethanolamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22957$,$93-83-4$,$Oleic acid diethanolamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22958$,$93-83-4$,$oleic Acid diethanolamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22959$,$93-83-4$,$oleic acid diethanolamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22960$,$93-83-4$,$Oleic acid diethanolamine$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22961$,$93-83-4$,$Oleic Acid Diethanolomide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22963$,$93-83-4$,$Oleic Acid Dithanolamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22964$,$93-83-4$,$OLEIC ACIDE DIETHANOLAMIDE$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22966$,$93-83-4$,$Oleic diethanolamide$,$True$,$93-83-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22976$,$93762-80-2$,$Alkenes, C15-18$,$True$,$93762-80-2$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22978$,$93858-78-7$,$2-Phosphonobutane- 1,2,4 - tricarboxylic acid potassium salt$,$True$,$93858-78-7$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22980$,$93858-78-7$,$2-Phosphonobutane-1,2,4-tricarboxylic acid, potassium salt$,$True$,$93858-78-7$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22993$,$94266-47-4$,$Citrus Extract$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22997$,$94266-47-4$,$CITRUS TERPENES$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22998$,$94266-47-4$,$Citrus Terpenes$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$22999$,$94266-47-4$,$Citrus terpenes$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23000$,$94266-47-4$,$citrus Terpenes$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23001$,$94266-47-4$,$citrus terpenes$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23003$,$94266-47-4$,$Citrus Terpennes$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23004$,$94266-47-4$,$Citrus Turpenes$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23011$,$94266-47-4$,$Citrus, Extract$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23012$,$94266-47-4$,$Citrus, extract$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23025$,$94266-47-4$,$Citrust Terpenes$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23033$,$94266-47-4$,$d-Limonene$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23034$,$94266-47-4$,$Dowanol DPM Glycol Ether$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23036$,$94266-47-4$,$Terpene Hydrocarbons$,$True$,$94266-47-4$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23051$,$95-47-6$,$o-Xylene$,$True$,$95-47-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23052$,$95-47-6$,$Oxyalkylate$,$True$,$95-47-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23057$,$95-63-6$,$1^2^4-Trimethyl Benzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23058$,$95-63-6$,$1-2-4 trimethlybenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23059$,$95-63-6$,$1, 2, 4 Trimethylbenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23068$,$95-63-6$,$1,2,4 - Trimethylbenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23076$,$95-63-6$,$1,2,4 Trimethyl benzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23079$,$95-63-6$,$1,2,4 TRIMETHYLBENZENE$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23080$,$95-63-6$,$1,2,4 Trimethylbenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23081$,$95-63-6$,$1,2,4 trimethylbenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23084$,$95-63-6$,$1,2,4 Trimethylbenzene (impurity)$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23085$,$95-63-6$,$1,2,4 Trimethylbenzne$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23092$,$95-63-6$,$1,2,4- Trimethylbenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23095$,$95-63-6$,$1,2,4-Trimethylbenzen$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23096$,$95-63-6$,$1,2,4-TRIMETHYLBENZENE$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23097$,$95-63-6$,$1,2,4-Trimethylbenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23098$,$95-63-6$,$1,2,4-trimethylbenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23102$,$95-63-6$,$1,2,4, Trimethylbenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23104$,$95-63-6$,$1,2,4, Trimethylbenzne$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23105$,$95-63-6$,$1,2,4Trimethylbenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23109$,$95-63-6$,$Alchohols C9-C11 (Ethoxylated)$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23111$,$95-63-6$,$Benzene, 1,2,4-trimethyl-$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23112$,$95-63-6$,$Ethanol$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23114$,$95-63-6$,$Methyl alcohol$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23115$,$95-63-6$,$Naphthalene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23117$,$95-63-6$,$Trimethybenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23118$,$95-63-6$,$Trimethylbenzen$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23119$,$95-63-6$,$TRIMETHYLBENZENE$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23120$,$95-63-6$,$Trimethylbenzene$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23121$,$95-63-6$,$TRIMETHYLBENZENE,1,2,3$,$True$,$95-63-6$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23130$,$95-96-5$,$Lactide$,$True$,$95-96-5$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23141$,$97953-25-8$,$Acrylic Polymer$,$True$,$97953-25-8$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23143$,$98-00-0$,$Furfuryl Alcohol$,$True$,$98-00-0$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23146$,$98-01-1$,$Furfural$,$True$,$98-01-1$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23149$,$98-82-8$,$Cumene$,$True$,$98-82-8$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23155$,$98-86-2$,$Acetophenone$,$True$,$98-86-2$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23159$,$98-86-2$,$Ethanone, 1-phenyl (Impurity)$,$True$,$98-86-2$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23160$,$98072-82-3$,$Chromite Sand$,$True$,$98072-82-3$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23163$,$98072-94-7$,$Ilmenite$,$True$,$98072-94-7$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23171$,$992-98-3$,$Carboxylic Acid$,$True$,$992-98-3$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23172$,$99439-28-8$,$Silica$,$True$,$99439-28-8$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$23173$,$99439-28-8$,$Silicon dioxide$,$True$,$99439-28-8$,$auth: perfect$,$2021-04-01$,$2021-04-02$,$False$,$verified;normal$,
$1450$,$0.01$,$100-44-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1451$,$0.01$,$100-97-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1452$,$0.01$,$91-20-3$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1454$,$0.02$,$108-32-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1455$,$0.02$,$14807 - 9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1456$,$0.02$,$14808-60-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1457$,$0.02$,$26266-58-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1458$,$0.02$,$68439-51-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1459$,$0.02$,$9043-30-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1460$,$0.03$,$13598-36-2$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1461$,$0.03$,$68953-58-2$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1462$,$0.03$,$9003-35-4$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1463$,$0.03$,$9043-30-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1469$,$0.04$,$1310-73-2$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1471$,$0.05$,$107-19-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1472$,$0.05$,$111-42-2$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1473$,$0.05$,$1310-58-3$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1474$,$0.05$,$625-45-6$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1475$,$0.05$,$64742-94-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1476$,$0.05$,$68953-58-2$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1477$,$0.05$,$8002-09-3$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1480$,$0.07$,$68131-71-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1481$,$0.075$,$7647-01-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1487$,$0.1$,$107-19-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1488$,$0.1$,$107-21-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1489$,$0.1$,$112-27-6$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1490$,$0.1$,$12125-02-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1491$,$0.1$,$1309-37-1$,,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1492$,$0.1$,$1310-58-3$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1493$,$0.1$,$1310-73-2$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1494$,$0.1$,$13463-67-7$,,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1495$,$0.1$,$14808 - 60 - 7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1496$,$0.1$,$14808-60-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1497$,$0.1$,$26027-38-3$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1498$,$0.1$,$68603-42-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1499$,$0.1$,$81741-28-8$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1501$,$0.10$,$1309-37-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1502$,$0.10$,$13463-67-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1505$,$0.15$,$107-21-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1506$,$0.15$,$111-30-8$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1507$,$0.15$,$111-76-2$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1508$,$0.15$,$112-27-6$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1509$,$0.15$,$14808-60-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1510$,$0.15$,$27176-87-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1511$,$0.15$,$56-81-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1512$,$0.15$,$64-19-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1513$,$0.15$,$67-56-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1514$,$0.15$,$67-63-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1515$,$0.15$,$7647-01-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1516$,$0.15$,$79-14-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1517$,$0.15$,$9012-54-8$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1521$,$0.17$,$7647-01-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1522$,$0.2$,$1310-58-3$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1523$,$0.2$,$584-08-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1524$,$0.2$,$9016-45-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1527$,$0.24$,$533-74-4$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1529$,$0.25$,$10043-35-3$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1530$,$0.25$,$107-21-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1531$,$0.25$,$112-27-6$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1532$,$0.25$,$1310-58-3$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1533$,$0.25$,$13709-94-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1534$,$0.25$,$64-17-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1535$,$0.25$,$68603-42-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1536$,$0.25$,$7727-54-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1537$,$0.25$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1539$,$0.3$,$13709-94-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1540$,$0.3$,$16887-00-6$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1541$,$0.3$,$64742-47-8$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1542$,$0.3$,$67-56-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1543$,$0.3$,$67-63-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1544$,$0.3$,$75-12-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1545$,$0.3$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1547$,$0.35$,$1310-73-2$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1548$,$0.35$,$7647-01-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1549$,$0.38$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1550$,$0.4$,$107-21-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1551$,$0.4$,$13709-94-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1552$,$0.4$,$67-48-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1553$,$0.4$,$68603-42-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1554$,$0.4$,$7772-98-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1556$,$0.5$,$1310-58-3$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1557$,$0.5$,$1319-33-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1558$,$0.5$,$64-17-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1559$,$0.5$,$67-56-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1560$,$0.5$,$68603-42-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1561$,$0.5$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1562$,$0.5$,$9000-30-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1563$,$0.55$,$107-21-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1564$,$0.55$,$64742-47-8$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1565$,$0.55$,$77-92-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1566$,$0.55$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1567$,$0.6$,$1319-33-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1568$,$0.6$,$55566-30-8$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1569$,$0.6$,$64742-47-8$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1570$,$0.6$,$64742-48-9$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1571$,$0.6$,$67-56-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1572$,$0.6$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1573$,$0.6$,$9000-30-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1575$,$0.62$,$67-48-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1576$,$0.65$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1577$,$0.66$,$732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1578$,$0.7$,$67-48-1$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1579$,$0.7$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1580$,$0.72$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1581$,$0.75$,$7727 - 54 - 0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1582$,$0.75$,$7727-54-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1583$,$0.75$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1584$,$0.8$,$7732-18-5$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1588$,$0.96$,$14808-60-7$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1589$,$0.98$,$10222-01-2$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1590$,$0.98$,$7727 - 54 - 0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$1591$,$0.999$,$7727-54-0$,$False$,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
$2442$,$1.1$,$1344-28-1$,,,$cas in IngredientName$,$2021-04-01$,$2021-04-02$,$False$,$unk$,
