,CASNumber,IngredientName,clean_wo_work,bgCAS,category,date_added,date_curated,is_new,stat,comment
0,68434-57-6,$Alkyl (C-14-C16) Olefin Sulfonate, Sodium Salt$,False,,ambiguous,2021-04-01,2021-04-02,True,unk,
10673,Confidential Business Information,Alkylbenzenesulfonic acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10674,Proprietary,Alkylbenzense sulfonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10675,Proprietary,Alkylbenzne sulfonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10676,Proprietary,Alkylbenzne sulfonate #2,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10677,Proprietary,Alkylene Oxide Black Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10678,Proprietary,Alkylene Oxide Block Plymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10679,Trade Secret,Alkylene Oxide Block Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10680,Proprietary,Alkylene Oxide Block Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10681,proprietary,Alkylene Oxide Block Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10682,CI,Alkylene Oxide Block Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10683,CBI,Alkylene Oxide Block Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10684,Proprietary,Alkyloxylated alcohols,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10685,Trade Secret,Alkylpyridinium Quaternary,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10686,Trade Secret,Alkylpyridinium quaternary,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10687,Proprietary,Alkylsulfonic acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10688,Proprietary,Alkylsulfonic acid salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10689,Trade Secret,Alkyoxylated Amine,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10690,Trade Secret,Alpha Olefin Sulfonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10691,Trade Secret,Alphatic Hydrocarbon,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10692,Proprietary,Alphiatic polyol,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10693,Confidential Business Information,Aluminum chloride,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10694,Trade Secret,Alykl Quartemary Ammonium Chlorides,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10695,Trade Secret,Alyl Amine Surfactant,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10696,Proprietary,Alyphatic Aryl Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10697,Proprietary,Alyphatic Hydrocarbon,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10698,Proprietary,Amide,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10699,Confidential Business Information,Amide,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10700,Proprietary,amides,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10701,Proprietary,Amine,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10702,Confidential Business Information,Amine,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10703,Proprietary,amine chloride,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10704,Trade Secret,Amine derivative,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10705,Proprietary,Amine Derivative,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10706,Proprietary,Amine derivative,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10707,proprietary,Amine derivative,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10708,Proprietary,Amine Oxides,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10709,Proprietary,Amine Phophate 1,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10710,Proprietary,amine phophonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10711,Proprietary,Amine Phosphate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10712,Proprietary,Amine Phosphate 1,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10713,Proprietary 7647-01-0 7664-38-2,Amine Phosphate 1 Hydrochloric acid Phosphoric Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10714,Trade Secret ,Amine Phosphate 5,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10715,Trade Secret ,$Amine Phosphate 5, Potassium Salt$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10716,Trade Secret,Amine Phosphonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10717,Trade Secret,Amine phosphonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10718,Proprietary,AMINE PHOSPHONATE,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10719,Proprietary,Amine Phosphonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10720,Proprietary,Amine phosphonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10721,Proprietary,amine Phosphonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10722,Proprietary,amine phosphonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10723,proprietary,Amine Phosphonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10724,Proprietary,Amine Phosphonate 1,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10725,proprietarty,Amine Phosphonate 1,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10726,Proprietary,Amine Phosphonate 5,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10727,Proprietary,Amine phosphonate 5,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10728,proprietary,Amine phosphonate 5,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10729,Proprietary,$Amine Phosphonate 5,$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10730,proprietary,$Amine phosphonate 5,$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10731,Proprietary,$Amine Phosphonate 5, Postassium Salt$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10732,Proprietary,$Amine phosphonate 5, Potassium$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10733,Proprietary,$Amine Phosphonate 5, Potassium Salt$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10734,Proprietary,$Amine phosphonate 5, Potassium Salt$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10735,proprietary,$Amine phosphonate 5, Potassium Salt$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10736,Proprietary,Amine Phosphonate 7,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10737,Proprietary,Amine phosphonate 7,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10738,Confidential Business Information,Amine Phosphonate 7,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10739,Proprietary 67-56-1 12125-02-9,Amine Phosphonate 7 Methanol Ammonium Chloride,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10740,Proprietary,$Amine phosphonate 7, ammonium salt$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10741,Proprietary,$Amine phosphonate 7,ethanolamine salt$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10742,Proprietary,Amine phosphonate A,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10743,Proprietary,Amine phosphonate B,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10744,Trade Secret,Amine phosphonate salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10745,Trade secret,Amine phosphonate salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10746,TRADE SECRET,Amine Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10747,Trade Secret,Amine Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10748,Trade Secret,Amine salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10749,Trade secret,Amine salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10750,Proprietary,Amine Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10751,Proprietary,Amine salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10752,Confidential Business Information,Amine Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10753,Confidential Business,Amine Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10754,Proprietary,AMINE SALT ,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10755,Proprietary,Amine Salt of Phosphonic Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10756,Trade Secret,Amine Salts,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10757,Proprietary,Amine Salts,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10758,Proprietary,Amine salts,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10759,Confidential Business Information,Amine Salts,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10760,Confidential Business Information,Amine salts,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10761,Confidential Business,Amine Salts,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10762,Confidential,Amine Salts,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10763,Confidential,Amine salts,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10764,CBI,Amine Salts,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10765,Proprietary,Amine Sulfate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10766,Proprietary,Amine sulfonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10767,Trade Secret,Amine Surfactant,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10768,PROPRIETARY,Amine Triphosphate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10769,Proprietary,Amine Triphosphate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10770,Proprietary,Amines,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10771,Proprietary,$Amines, coco alkyl, acetates$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10772,Confidential Business Information,$Amines, coco alkyl, ethoxylated$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10773,proprietary,Amino Alcohols,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10774,proprietary,amino alcohols,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10775,$Trade Secret 14808-60-7 Diatomaceous Earth, Calcin$,Amino Alkyl Phosphonic Acid,False,14808-60-7,proprietary,2021-04-01,2021-04-02,True,verified;normal,
10776,Trade Secret,Amino Alkyl Phosphonic Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10777,Trade Secret,Amino Alkyl phosphonic acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10778,Trade Secret,Amino alkyl phosphonic acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10779,Trade secret,Amino Alkyl Phosphonic Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10780,Proprietary,Amino Alkyl Phosphonic Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10781,Proprietary,Amino alkyl phosphonic acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10782,Trade Secret 14808-60-7 91053-39-3 13598-36-2 107-,$Amino Alkyl Phosphonic Acid Crystalline Silica: Quartz (SiO2) Diatomaceous Earth, Calcined Phosphori$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10783,Trade Secret 14808-60-7 91053-39-3 13598-36-2,$Amino Alkyl Phosphonic Acid Crystalline Silica: Quartz (SiO2) Diatomaceous Earth, Calcined Phosphori$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10784,Proprietary,Amino alkyl phosphoric acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10785,Trade Secret,Amino Alkyl Phosponic Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10786,Trade Secret of National Petrochem,Amino Methylene Phosphonic Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10787,Proprietary,Amino Methylene Phosphonic Acid Derivative,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10788,Proprietary,Amino Methylene Phosphonic acid derivative,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10789,Proprietary,Amino phosphonate 5,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10790,Proprietary,$Amino Phosphonate 5, Potassium Salt$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10791,Proprietary,Amino-ethyl-ethanol amine phosponate salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10792,Trade Secret,AminoAlkyl Phosphonic Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10793,Trade Secret,aminofunctional polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10794,Proprietary,Aminofunctional Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10795,Proprietary,Aminophosphate salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10796,Proprietary,Aminophosphonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10797,Proprietary,Aminophosphonate Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10798,Trade Secret,Aminophosphonic Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10799,Confidential,Ammonium alcohol ether sulfate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10800,Trade Secret,Ammonium Alkyl Ether Sulfate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10801,Proprietary,Ammonium Alkyl Ether Sulfate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10802,Trade Secret,Ammonium Alkyl Sulfate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10803,Proprietary,Ammonium Chloride,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10804,Proprietary,Ammonium compound,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10805,Proprietary,Ammonium persulfate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10806,7727-54-0 Proprietrary 14808-60-7,$Ammonium Persulfate Cured acrylic resin Silica, Crystalline Quartz$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10807,7727-54-0 Proprietary 14808-60-7,$Ammonium Persulfate Cured acrylic resin Silica, Crystalline Quartz$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10808,7727-54-0 proprietary 14808-60-7,$Ammonium Persulfate Cured Acrylic resin Silica, Crystalline Quartz$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10809,7727-54-0 PROPRIETARY 14808-60-7,$AMMONIUM PERSULFATE CURED ACRYLIC RESIN SILICA,CRYSTALLINE QUARTZ$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10810,7727-54-0 not available 14808-60-7,$Ammonium Persulfate Cured acryllic resin silica, Crystalline- Quartz$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10811,Trade Secret,Ammonium salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10812,Trade Seceret,Ammonium salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10813,PROPRIETARY,Ammonium salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10814,Proprietary,Ammonium Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10815,Proprietary,Ammonium salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10816,Confidential Business Information,Ammonium Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10817,Confidential Business Information,Ammonium salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10818,Confidential Business,Ammonium Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10819,Confidential Business,Ammonium salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10820,Confidential,Ammonium salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10821,CBI,Ammonium salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10822,Proprietary,Ammonium salts,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10823,Proprietary,Ammonium sulfate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10824,Confidential Business Information,Ammonium sulfate Inorganic Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10825,Confidential Business,Ammonium sulfate Inorganic Salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10826,Confidential Business Information,Ammounium Chloride,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10827,Proprietary,Amorphous silica,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10828,Trade Secret,Amorphous silicia,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10829,Proprietary,Amorphous Silicia,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10830,Proprietary,Amorphous silicia,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10831,Proprietary,Amphoteric alkyl amine,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10832,Trade Secret,Amphoteric Surfactant,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10833,Trade secret,Amphoteric Surfactant,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10834,Proprietary,Amphoteric Surfactant,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10835,Proprietary,Amphoteric surfactant,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10836,CI,Amphoteric Surfactant,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10837,CBI,Amphoteric Surfactant,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10838,Proprietary,Anionic Copolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10839,Proprietary,Anionic copolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10840,Proprietary,anionic copolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10841,proprietary,ANIONIC COPOLYMER,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10842,proprietary,Anionic copolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10843,Confidential Business Information,Anionic Copolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10844,proprietary,Anionic Copolymer (proprietary),False,,proprietary,2021-04-01,2021-04-02,True,unk,
10845,Proprietary,Anionic inverse-emulsion polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10846,Proprietary,Anionic Plymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10847,Proprietary,Anionic Polyacrylamide,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10848,Trade Secret,Anionic polyacrylamide copolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10849,Proprietary,Anionic Polyacrylamide Copolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10850,Proprietary,anionic Polyacrylamide Emulsion in Mineral Oil,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10851,Trade Secret,Anionic polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10852,Proprietary,Anionic Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10853,Proprietary,Anionic polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10854,Proprietary,anionic polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10855,proprietary,ANIONIC POLYMER,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10856,proprietary,Anionic polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10857,Confidential Business Information,Anionic Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10858,Proprietary,Anionic Polymer ,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10859,Proprietary,Anionic Polymeric Dispersant,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10860,Trade Secret of CESI Chemical,Anionic Surfactants,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10861,Trade Secret,Anionic Surfactants,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10862,Trade Secret,Anionic Terpolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10863,Trade Secret,Anionic terpolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10864,Trade Secret,Anionic Water Soluble Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10865,PROPRITARY,ANIONIC WATER SOLUBLE POLYMER,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10866,proprietary,Anionic Water Soluble Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10867,Conf,Anionic water soluble polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10868,Trade Ingredient,Anionic Water-Soluable Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10869,Trade Secret,Anionic Water-Soluble Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10870,Trade Secret,Anionic water-soluble Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10871,propriety,Anionic water-soluble polymer emulsion,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10872,Proprietary,AnionicPolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10873,Trade Secret,Anitfoam,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10874,Proprietary,Anti-block compound,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10875,Trade Secret,Antifoam,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10876,Proprietary,Antifoam,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10877,CBI,Antifoam,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10878,Trade Secret,Antifoamer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10879,Confidential Business Information,Antimonate salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10880,proprietary,Antimony Oxide,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10881,proprietary,Antimony oxide,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10882,Proprietary,Antimony Salt Solution,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10883,Confidential Business Information,Approved Proprietary,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10884,Confidential Business Information,Approved Proprietary Chemicals,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10885,Proprietary,Aqueous Solution,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10886,Proprietary 7732-18-5,Aqueous Solution Water,False,7732-18-5,proprietary,2021-04-01,2021-04-02,True,verified;normal,
10887,Proprietary,Aromatic acid derivative,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10888,Proprietary,Aromatic Adehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10889,Proprietary,Aromatic aidehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10890,Proprietary,Aromatic Alcohol Glycol Ether,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10891,Proprietary,Aromatic alcohol polyglycol either,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10892,Proprietary,Aromatic Alcohol Polyglycol Ether,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10893,Proprietary,Aromatic Alcohol polyglycol ether,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10894,Proprietary,Aromatic aldeheyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10895,Proprietary,Aromatic Aldehyd,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10896,Trade Secret,Aromatic Aldehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10897,Trade Secret,Aromatic aldehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10898,PROPRIETARY,AROMATIC ALDEHYDE,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10899,Proprietary,Aromatic Aldehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10900,Proprietary,Aromatic aldehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10901,proprietary,Aromatic Aldehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10902,proprietary,aromatic aldehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10903,Confidential Business Info.,Aromatic Aldehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10904,Confidential Bus. Info.,Aromatic Aldehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10905,CI,Aromatic Aldehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10906,CBI,Aromatic Aldehyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10907,Trade Secret 100-44-7,Aromatic Aldehyde Benzyl Chloride,False,100-44-7,proprietary,2021-04-01,2021-04-02,True,verified;normal,
10908,Trade Secret,Aromatic Aldenhyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10909,Proprietary,Aromatic Aldheyde,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10910,Proprietary,$Aromatic Amine, TOFA Salt$,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10911,Proprietary,Aromatic Amines,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10912,proprietary,aromatic ammonium salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10913,Proprietary,Aromatic Hydrocarbon,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10914,Proprietary,Aromatic hydrocarbon,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10915,Confidential Business Information,Aromatic Hydrocarbon,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10916,CBI,Aromatic Hydrocarbons,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10917,Proprietary,Aromatic Ketone,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10918,Proprietary,Aromatic ketone,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10919,Proprietary,Aromatic Ketones,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10920,Proprietary,Aromatic ketones,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10921,Proprietary,Aromatic ketones mixture,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10922,proprietary,Aromatic ketones mixture,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10923,Proprietary,Aromatic Polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10924,Proprietary,Bentone 155,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10925,Proprietary,Bentonite Clay,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10926,Trade Secret,Benzenesulfonic Acid,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10927,Proprietary,Benzylheteropolycicle salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10928,Proprietary,Benzylheteropolycycle salt,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10929,Proprietary,BHMT Phosphonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10930,Proprietary,Bio based sulfonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10931,Proprietary,bio based sulfonate,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10932,Trade Secret,Bio-polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10933,Proprietary,Bio-polymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10934,TRADE SECRET,BIOCIDE 320,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10935,Proprietary,Biodegradable biopolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10936,proprietary,Biodegradable biopolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10937,Proprietary,Biopolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10938,proprietary,Biopolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10939,proprietary,biopolymer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10940,Proprietary,bipolymer resin,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10941,Trade Secret,Bis Quaternary Compound,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10942,Confidential Business Information,Bis-quaternary Methacrylamide Monomer,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10943,Proprietary,Blend,False,,proprietary,2021-04-01,2021-04-02,True,unk,
10944,Proprietary,Blend of Non-Ionic Surfactants,False,,proprietary,2021-04-01,2021-04-02,True,unk,
