,CASNumber,IngredientName,clean_wo_work,bgCAS,category,date_added,date_curated,is_new,stat,comment
0,68434-57-6,$Alkyl (C-14-C16) Olefin Sulfonate, Sodium Salt$,False,,ambiguous,2021-04-01,2021-04-02,True,unk,
1647,68439-51-0,$Alcohols, C12-14, ethoxylated propoxylated$,True,68439-51-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1648,68439-50-9,$Alcohols, C12-14, exthoxylated$,True,68439-50-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1649,68131-39-5,$Alcohols, C12-15 linear, ethoxylated$,True,68131-39-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1650,67-56-1,$Alcohols, C12-15-branched and linear ethoxylated propoxylated$,True,67-56-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1651,120313-48-6,$Alcohols, C12-15-branched and linear, ethoxylated proposylated$,True,120313-48-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1652,120313-48-6,$Alcohols, C12-15-branched and linear, ethoxylated propoxylated$,True,120313-48-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1653,120313-48-6,$Alcohols, c12-15-branched and linear, ethoxylated propoxylated$,True,120313-48-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1654,120313-48-6,$Alcohols, C12-15-branched and linear, ethoxylated, propoxylated$,True,120313-48-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1655,120313-48-6,$Alcohols, C12-15-branched and linear, exthoxylated propoxylated$,True,120313-48-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1656,68131-39-5,$Alcohols, C12-15, ethoxylated$,True,68131-39-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1657,68551-13-3,$Alcohols, C12-15, ethoxylated propoxylated$,True,68551-13-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1658,68551-12-2,$Alcohols, C12-16$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1659,68551-12-2,$Alcohols, C12-16 Ethoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1660,68551-12-2,$Alcohols, C12-16 ethoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1661,68551-12-2,$Alcohols, C12-16, ethosylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1662,68551-12-2,$Alcohols, C12-16, ethoxtylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1663,8007-43-0,$ALCOHOLS, C12-16, ETHOXYLATED$,True,8007-43-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1664,68551-12-2,$ALCOHOLS, C12-16, ETHOXYLATED$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1665,68551-12-2,$Alcohols, C12-16, Ethoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1666,68551-12-2,$Alcohols, C12-16, ethoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1667,68551-12-2,$alcohols, C12-16, ethoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1668,68002-97-1,$Alcohols, C12-16, ethoxylated$,True,68002-97-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1669,61791-08-0,$Alcohols, C12-16, ethoxylated$,True,61791-08-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1670,68551-12-2,$Alcohols, C12-16, ethyoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1671,68551-12-2,$Alcohols, C12-16, exthoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1672,68551-12-2,$alcohols, C12-16, thoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1673,68551-12-2,$Alcohols, C12-16. ethoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1674,68213-23-0,$Alcohols, C12-18, ethoxylated$,True,68213-23-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1675,68213-23-0,$alcohols, C12-18, ethoxylated$,True,68213-23-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1676,66455-14-9,$Alcohols, C12-C13, Ethoxylated$,True,66455-14-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1677,66455-14-9,$Alcohols, C12-C13, ethoxylated$,True,66455-14-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1678,84133-50-6,$Alcohols, C12-C14 Secondary, Ethoxylated$,True,84133-50-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1679,84133-50-6,$Alcohols, C12-C14-Secondary,$,True,84133-50-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1680,84133-50-6,$ALCOHOLS, C12-C14-SECONDARY, ETHOXYLATED$,True,84133-50-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1681,84133-50-6,$Alcohols, C12-C14-Secondary, Ethoxylated$,True,84133-50-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1682,68439-50-9,$Alcohols, C12-C14, ethoxylated$,True,68439-50-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1683,120313-48-6,$Alcohols, C12-C15-branched and linear, ethoxylated propoxylated$,True,120313-48-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1684,68551-12-2,$Alcohols, C12-C16 (ethoxylated)$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1685,68551-12-2,$Alcohols, C12-C16, Ethoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1686,68551-12-2,$Alcohols, C12-C16, ethoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1687,68439-50-9,$Alcohols, C12-C16, ethoxylated$,True,68439-50-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1688,68951-67-7,$Alcohols, C14-15,$,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1689,68951-67-7,$Alcohols, C14-15, Ethoxylated$,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1690,68951-67-7,$Alcohols, C14-15, ethoxylated$,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1691,68951-67-7,$Alcohols, C14-15, ethoxylated (7EO)$,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1692,68951-67-7,$ALCOHOLS, C14-C15, ETHOXYLATED$,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1693,68951-67-7,$Alcohols, C14-C15, ethoxylated$,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1694,68951-67-7,$Alcohols, C15-15, ethoxylated$,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1695,876065-86-0,$Alcohols, C2-C33$,True,876065-86-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1696,68603-15-6,$Alcohols, C6-12$,True,68603-15-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1697,68937-66-6,$Alcohols, C6-12, ethoxylated propoxylated$,True,68937-66-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1698,68439-45-2,$Alcohols, C6-C10, ethoxylated$,True,68439-45-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1699,78330-19-5,$Alcohols, C7-9-iso-, C8-rich, ethoxylated$,True,78330-19-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1700,68526-83-0,$ALCOHOLS, C7-9-ISO, C8-RICH$,True,68526-83-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1701,68526-83-0,$Alcohols, C7-9-ISO, C8-RICH$,True,68526-83-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1702,68526-83-0,$Alcohols, C7-9-Iso, C8-Rich$,True,68526-83-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1703,68603-25-8,$Alcohols, C8-10, ethoxylated propoxylated$,True,68603-25-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1704,154518-36-2,$Alcohols, C9-11 iso, C10-rich, ethoxylated, propoxylated$,True,154518-36-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1705,78330-20-8,$Alcohols, C9-11-iso-, C10-rich, ethoxylated$,True,78330-20-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1706,68002-97-1,$Alcohols, C9-11-iso-, C10-rich, ethoxylated propoxylated$,True,68002-97-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1707,68439-46-3,$ALCOHOLS, C9-11, ETHOXYLATED$,True,68439-46-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1708,68439-46-3,$Alcohols, C9-11, Ethoxylated$,True,68439-46-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1709,68439-46-3,$Alcohols, C9-11, ethoxylated$,True,68439-46-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1710,68439-46-3,$Alcohols, C9-C11, Ethoxylated$,True,68439-46-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1711,68551-12-2,$Alcohols, Cl2-16, ethoxylated$,True,68551-12-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1712,78330-21-9,$Alcohols, Cll-14-iso-, Cl3-rich, ethoxylated$,True,78330-21-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1713,78330-21-9,$Alcohols,C11-14-iso, C13-rich, ethoxylated$,True,78330-21-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1714,67-56-1,$Alcohols,C12-14 ,Ethoxylated propoxylated$,True,67-56-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1715,68951-67-7,$Alcohols,C14-15,ethoxylated$,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1716,120313-48-6,$Alcohols. Cl2-15-branched and linear, ethoxylated propoxylated$,True,120313-48-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1717,68951-67-7,$Alcolhols, C14-15, ethoxylated$,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1718,107-89-1,Aldol,True,107-89-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1719,1344-28-1,ALFA-ALUMINA,True,1344-28-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1720,1344-28-1,Alfa-Alumina,True,1344-28-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1721,64-18-6,$Aliphatic Alcohols, ethoxylated #1$,True,64-18-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1722,64742-96-7,Aliphatic hydrocarbon,True,64742-96-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1723,64742-47-8,Aliphatic Hydrocarbon,True,64742-47-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1724,64742-47-8,Aliphatic hydrocarbon,True,64742-47-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1725,64742-46-7,Aliphatic Hydrocarbon,True,64742-46-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1726,544-76-3,Aliphatic Hydrocarbon,True,544-76-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1727,64742-47-8,Aliphatic Petroleum Distillate,True,64742-47-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1728,68911-25-1,Aliphatic polymer,True,68911-25-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1729,68-04-2,Alkali Metal Salt,True,68-04-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1730,172343-37-2,Alkanes,True,172343-37-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1731,68551-20-2,$Alkanes, C13-16-iso$,True,68551-20-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1732,90622-59-6,$Alkanes, C16-20-iso$,True,90622-59-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1733,90622-59-6,$alkanes, C16-20-iso$,True,90622-59-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1734,90622-59-6,$Alkanes, C16-20-iso-$,True,90622-59-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1735,64742-89-8,$Alkanes, Xylene, Ethyl Benzene, Napthalene, Trimethylbenzene$,True,64742-89-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1736,150-25-4,ALKANOLAMINE,True,150-25-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1737,150-25-4,Alkanolamine,True,150-25-4,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1738,197980-53-3,Alkanolamine Chelate of Zirconium Alkoxide,True,197980-53-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1739,197980-53-3,Alkanolamine chelate of zirconium alkoxide,True,197980-53-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1740,111-42-2,$ALKANOLAMINE, DIETHANOLAMINE$,True,111-42-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1741,64743-02-8,Alkenes C10 alpha,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1742,64743-02-8,Alkenes C10 alpha-,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1743,64743-02-8,Alkenes^ C>10 alpha-,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1744,64743-02-8,Alkenes^ C10 alpah-,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1745,64743-02-8,ALKENES^ C10 ALPHA-,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1746,64743-02-8,Alkenes^ C10 Alpha-,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1747,64743-02-8,Alkenes^ C10 alpha-,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1748,64743-02-8,$Alkenes, C >10 alpha-$,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1749,64743-02-8,$Alkenes, C>10 a-$,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1750,64743-02-8,$Alkenes, C10 a-$,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1751,64743-02-8,$Alkenes, C10 alpha $,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1752,64743-02-8,$Alkenes, C10 alpha (cid:111)$,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1753,64743-02-8,$Alkenes, C10 alpha-$,True,64743-02-8,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1754,93762-80-2,$Alkenes, C15-18$,True,93762-80-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1755,9005-65-6,Alkoxylate,True,9005-65-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1756,78330-23-1,Alkoxylated alcohol,True,78330-23-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1757,68951-67-7,Alkoxylated Alcohol,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1758,68951-67-7,Alkoxylated alcohol,True,68951-67-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1759,154518-36-2,Alkoxylated Isodecyl Alcohol,True,154518-36-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1760,78330-19-5,Alkoxylated polyhdric alcohol,True,78330-19-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1761,78330-19-5,Alkoxylated polyhydric alcohol,True,78330-19-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1762,68424-85-1,Alkul Dimethyl Benzyl Ammonium Chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1763,85536-14-7,Alkybenzene sulfonic acid,True,85536-14-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1764,68424-85-1,Alkyl (C 12-16) dimethylbenzylammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1765,66455-15-0,$Alkyl (c10-c14) alcohols, ethoxylated$,True,66455-15-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1766,84133-50-6,$Alkyl (C12-14-secondary) alcohol, ethoxylated$,True,84133-50-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1767,68424-85-1,Alkyl (C12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1768,68424-85-1,Alkyl (C12-16) dimethlbenzlammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1769,68424-85-1,Alkyl (C12-16) dimethylbenzlammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1770,68424-85-1,ALKYL (C12-16) DIMETHYLBENZXYLAMMONIU M CHLORIDE,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1771,68424-85-1,Alkyl (C12-16) dimethylbenzyl ammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1772,68424-85-1,Alkyl (C12-16) dimethylbenzylammoniom chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1773,68424-85-1,Alkyl (C12-16) dimethylbenzylammoniu m chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1774,68424-85-1,Alkyl (C12-16) Dimethylbenzylammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1775,68424-85-1,Alkyl (C12-16) dimethylbenzylammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1776,68424-85-1,alkyl (C12-16) dimethylbenzylammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1777,68391-01-5,Alkyl (C12-18) dimethyl benzyl ammonium chloride,True,68391-01-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1778,68956-79-6,Alkyl (C12-18) dimethyl ethylbenzyl ammonium chloride,True,68956-79-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1779,84133-50-6,$ALKYL (C12-C14-SECONDARY) ALCOHOL, ETHOXYLATED$,True,84133-50-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1780,84133-50-6,$Alkyl (C12-C14-secondary) Alcohol, Ethoxylated$,True,84133-50-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1781,84133-50-6,$Alkyl (C12-C14-secondary) alcohol, ethoxylated$,True,84133-50-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1782,68439-50-9,$Alkyl (C12-C14) alcohol, Ethoxylated >2-10 EO$,True,68439-50-9,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1783,68424-85-1,Alkyl (C12-C16) dimethylbenzylammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1784,68391-01-5,Alkyl (C12-C18) dimethylbenzylammonium chloride,True,68391-01-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1785,68439-57-6,$Alkyl (C14-16) Olefin Sulfonate, Sodium$,True,68439-57-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1786,68439-57-6,$Alkyl (C14-16) Olefin Sulfonate, Sodium Salt$,True,68439-57-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1787,68439-45-2,Alkyl Alchohol Ethoxylate,True,68439-45-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1788,68439-45-2,Alkyl Alcohol Ethoxylate,True,68439-45-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1789,68439-45-2,Alkyl Alcohol Ethxylate,True,68439-45-2,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1790,68584-22-5,Alkyl Benzenesulfonic Acid,True,68584-22-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1791,68584-22-5,Alkyl Benzenesulfonic acid,True,68584-22-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1792,68584-22-5,Alkyl benzenesulfonic Acid,True,68584-22-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1793,68584-22-5,Alkyl benzenesulfonic acid,True,68584-22-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1794,68584-22-5,alkyl benzenesulfonic acid,True,68584-22-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1795,68424-85-1,Alkyl demethyl benzyl ammonium chloride (C 12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1796,68911-87-5,Alkyl derivative compounds,True,68911-87-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1797,68648-87-3,alkyl derives,True,68648-87-3,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1798,68424-85-1,Alkyl dimethy benzyl ammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1799,68956-79-6,Alkyl dimethyl (ethylbenzyl) ammonium chloride (C12-18),True,68956-79-6,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1800,68424-85-1,Alkyl dimethyl ammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1801,68391-01-5,Alkyl Dimethyl Ammonium Chloride,True,68391-01-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1802,68424-85-1,Alkyl dimethyl ammonium chloride (C 12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1803,68424-85-1,Alkyl dimethyl benyl ammonium chloride (C12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1804,68424-85-1,Alkyl dimethyl benzl ammonium chloride (C12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1805,68424-85-1,Alkyl dimethyl benzul ammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1806,68424-85-1,Alkyl Dimethyl Benzyl Ammnium Chloide,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1807,68424-85-1,Alkyl Dimethyl Benzyl Ammonium,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1808,68424-85-1,Alkyl dimethyl benzyl ammonium,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1809,68424-85-1,ALKYL DIMETHYL BENZYL AMMONIUM CHLORICE,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1810,68424-85-1,ALKYL DIMETHYL BENZYL AMMONIUM CHLORIDE,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1811,68424-85-1,Alkyl Dimethyl Benzyl Ammonium Chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1812,68424-85-1,Alkyl dimethyl Benzyl ammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1813,68424-85-1,Alkyl dimethyl benzyl ammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1814,68424-85-1,alkyl dimethyl benzyl ammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1815,68391-01-5,Alkyl dimethyl benzyl ammonium chloride,True,68391-01-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1816,64-17-5,Alkyl dimethyl benzyl ammonium chloride,True,64-17-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1817,61789-71-7,Alkyl dimethyl benzyl ammonium chloride,True,61789-71-7,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1818,68424-85-1,ALKYL DIMETHYL BENZYL AMMONIUM CHLORIDE (C 12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1819,68424-85-1,Alkyl Dimethyl benzyl ammonium chloride (C 12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1820,68424-85-1,Alkyl dimethyl benzyl ammonium chloride (C 12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1821,68424-85-1,Alkyl dimethyl benzyl ammonium chloride (c 12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1822,68424-85-1,Alkyl dimethyl benzyl ammonium chloride (C12- 16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1823,68424-85-1,ALKYL DIMETHYL BENZYL AMMONIUM CHLORIDE (C12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1824,68424-85-1,Alkyl Dimethyl Benzyl Ammonium Chloride (C12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1825,68424-85-1,Alkyl dimethyl benzyl ammonium chloride (C12-16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1826,68391-01-5,Alkyl dimethyl benzyl ammonium chloride (C12-18),True,68391-01-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1827,68424-85-1,Alkyl dimethyl benzyl ammonium chloride (C12-C16),True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1828,68424-85-1,Alkyl Dimethyl Benzyl Ammonium Cloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1829,68424-85-1,Alkyl Dimethyl Denzyl Ammonium Chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1830,85409-23-0,Alkyl dimethyl ethyl benzyl,True,85409-23-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1831,85409-23-0,Alkyl dimethyl ethyl benzyl ammonium chloride,True,85409-23-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1832,68424-85-1,Alkyl dimethyl ethyl benzyl ammonium chloride,True,68424-85-1,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1833,85409-23-0,$Alkyl dimethyl ethyl benzyl ammonium chloride (68C12, 32C14)$,True,85409-23-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1834,85409-23-0,Alkyl dimethyl ethylbenzyl ammonium,True,85409-23-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1835,85409-23-0,Alkyl dimethyl ethylbenzyl ammonium chloride,True,85409-23-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1836,68391-01-5,$Alkyl dimethyl ethylbenzyl ammonium chloride (68  C12, 32 C14)$,True,68391-01-5,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1837,85409-23-0,$Alkyl dimethyl ethylbenzyl ammonium chloride (68 C12, 32 C14)$,True,85409-23-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1838,85609-23-0,$Alkyl dimethyl ethylbenzyl ammonium chloride (68C12, 32C14)$,True,85609-23-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
1839,85409-23-0,$Alkyl dimethyl ethylbenzyl ammonium chloride (68C12, 32C14)$,True,85409-23-0,auth: perfect,2021-04-01,2021-04-02,True,verified;normal,
