UploadKey,StateName,bgStateName,date,no_chem_recs,WellName,OperatorName,APINumber,TotalBaseNonWaterVolume,within_total_tolerance,is_duplicate,has_water_carrier,TotalBaseWaterVolume,bgOperatorName,Latitude,has_TBWV,primarySupplier,bgLatitude,bgLongitude,has_curated_carrier,TVD,Longitude,bgCountyName,CountyName,curated_carrier_rec,bgCAS,TradeName,bgSupplier,Purpose,calcMass,PercentHFJob,dup_rec,category,IngredientName,CASNumber,Supplier,is_on_CWA_SDWA,bgIngredientName,is_on_prop65,is_on_TEDX,in_std_filtered,TradeName_trunc,map_link
18535756-a0e6-4e90-8ab8-3faf021c6e8d,Texas,texas,2021-05-19,False,University 38 0303WC,"SEM Operating Company, LLC",42235364370000,0.0,True,False,True,32202650.0,sem operating company,31.087153000000004,True,velox,31.087153000000004,-101.072437,False,6997.0,-101.072437,irion,Irion,,valid_but_empty,MBC-955,nashville,Microbiocide,7.826355723115579,2.5497e-06,False,perfect match,didecylmethylamine,7396-58-9,Nashville Chemical,False,,False,False,True,MBC-955,"<a href=""https://maps.google.com/maps?q=31.087153000000004,-101.072437&t=k"" target=""_blank"" >map</a>"
18535756-a0e6-4e90-8ab8-3faf021c6e8d,Texas,texas,2021-05-19,False,University 38 0303WC,"SEM Operating Company, LLC",42235364370000,0.0,True,False,True,32202650.0,sem operating company,31.087153000000004,True,velox,31.087153000000004,-101.072437,False,6997.0,-101.072437,irion,Irion,,valid_but_empty,Other Chemical(s),not a company,See Trade Name(s) List,7.826355723115579,2.5497e-06,True,perfect match,didecylmethylamine,7396-58-9,Listed Above,False,,False,False,False,Other Chemical(s),"<a href=""https://maps.google.com/maps?q=31.087153000000004,-101.072437&t=k"" target=""_blank"" >map</a>"
